model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 C Class,2015,Automatic,48191,Diesel,125,60.1,2.1,17149
 E Class,2019,Automatic,35,Diesel,145,42.8,2.0,35400
 C Class,2020,Semi-Auto,16388,Diesel,145,64.2,2.0,28490
 C Class,2017,Semi-Auto,14800,Diesel,125,58.9,2.1,20995
 C Class,2016,Semi-Auto,35721,Diesel,30,64.2,2.1,17998
 X-CLASS,2019,Automatic,7000,Diesel,260,35.8,2.3,31750
 S Class,2017,Semi-Auto,20224,Diesel,160,52.3,3.0,31998
 C Class,2014,Automatic,140000,Diesel,30,62.8,2.1,10393
 C Class,2016,Semi-Auto,37080,Diesel,20,64.2,2.1,16498
 GLA Class,2017,Semi-Auto,23814,Diesel,125,56.5,2.1,20949
 GLC Class,2017,Automatic,14819,Diesel,150,56.5,2.1,27000
 A Class,2019,Semi-Auto,3836,Petrol,145,53.3,1.3,24562
 A Class,2017,Semi-Auto,26891,Diesel,150,74.3,1.5,18401
 GLA Class,2015,Automatic,50147,Diesel,145,55.4,2.1,15900
 GLC Class,2019,Semi-Auto,11984,Diesel,145,40.9,2.0,35995
 A Class,2019,Semi-Auto,9651,Diesel,145,56.5,2.0,20998
 B Class,2018,Automatic,16028,Diesel,145,68.9,1.5,15999
 C Class,2019,Automatic,4850,Diesel,145,61.4,2.0,29990
 A Class,2016,Semi-Auto,37129,Diesel,20,68.9,2.1,15495
 C Class,2017,Semi-Auto,36368,Diesel,20,65.7,2.1,15450
 C Class,2018,Semi-Auto,9381,Diesel,145,54.3,2.0,29199
 C Class,2018,Automatic,22749,Petrol,145,49.6,2.0,17600
 A Class,2017,Automatic,12891,Petrol,145,55.4,1.6,15000
 GLC Class,2019,Semi-Auto,13387,Diesel,145,56.5,2.1,27227
 E Class,2018,Semi-Auto,18752,Diesel,145,70.6,2.0,25495
 C Class,2019,Automatic,4971,Petrol,145,42.2,2.0,26949
 CL Class,2017,Manual,19190,Petrol,145,51.4,1.6,17490
 C Class,2019,Semi-Auto,5090,Diesel,145,61.4,2.0,27480
 CL Class,2015,Semi-Auto,24000,Diesel,20,62.8,2.1,18022
 CLA Class,2016,Manual,70869,Diesel,20,67.3,2.1,12400
 A Class,2018,Automatic,10064,Diesel,145,65.7,1.5,18995
 X-CLASS,2017,Automatic,15270,Diesel,265,35.8,2.3,23950
 C Class,2013,Automatic,82685,Diesel,30,64.2,2.1,8595
 GLC Class,2016,Automatic,57454,Diesel,125,56.5,2.1,21000
 X-CLASS,2017,Automatic,11447,Diesel,260,35.8,2.3,31000
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3.0,49980
 GLC Class,2019,Automatic,16538,Diesel,145,56.5,2.1,30562
 C Class,2016,Semi-Auto,7366,Petrol,125,52.3,2.0,18149
 A Class,2019,Semi-Auto,10231,Petrol,145,53.3,1.3,22995
 E Class,2016,Semi-Auto,31736,Diesel,30,65.7,2.0,19998
 C Class,2019,Semi-Auto,3180,Diesel,145,57.7,2.0,30500
 E Class,2016,Semi-Auto,45905,Diesel,30,61.4,2.0,18304
 A Class,2018,Automatic,16347,Diesel,150,74.3,1.5,14300
 A Class,2016,Semi-Auto,37092,Diesel,20,68.9,2.1,14991
 E Class,2019,Semi-Auto,8493,Diesel,145,57.7,2.0,33499
 A Class,2016,Manual,32046,Diesel,20,68.9,1.5,15500
 SL CLASS,2018,Semi-Auto,10767,Petrol,145,31.4,4.7,49995
 GL Class,2007,Automatic,74000,Diesel,570,28.8,3.0,8490
 A Class,2016,Automatic,240494,Diesel,20,68.9,2.1,16249
 GLC Class,2019,Automatic,350,Petrol,145,27.4,4.0,56990
 CLA Class,2016,Automatic,13379,Diesel,20,67.3,2.1,18250
 GL Class,2014,Automatic,43632,Diesel,145,55.4,2.1,14899
 A Class,2019,Automatic,14153,Diesel,145,68.9,1.5,18748
 E Class,2017,Automatic,20112,Diesel,165,52.3,3.0,21607
 S Class,2019,Automatic,12007,Diesel,145,52.3,3.0,44980
 A Class,2019,Semi-Auto,14965,Diesel,145,68.9,1.5,19250
 CL Class,2018,Semi-Auto,42635,Diesel,150,67.3,2.1,19990
 CLS Class,2019,Automatic,107,Diesel,145,47.9,2.9,46952
 A Class,2014,Manual,54004,Diesel,30,62.8,2.1,11850
 CL Class,2018,Automatic,3678,Diesel,145,50.4,2.2,21936
 E Class,2016,Automatic,26644,Diesel,165,50.4,3.0,20264
 C Class,2018,Semi-Auto,8793,Diesel,145,57.7,2.0,26395
 GLC Class,2016,Automatic,31239,Diesel,125,56.5,2.1,25733
 E Class,2016,Semi-Auto,60787,Diesel,125,60.1,2.1,14891
 E Class,2010,Automatic,118000,Diesel,145,48.7,2.1,6350
 C Class,2019,Semi-Auto,14100,Diesel,145,61.4,2.0,23489
 C Class,2017,Automatic,40272,Diesel,145,65.7,2.1,14999
 C Class,2019,Semi-Auto,16543,Petrol,145,44.1,2.0,28980
 C Class,2017,Semi-Auto,39769,Diesel,150,58.9,2.1,21481
 C Class,2019,Automatic,118,Diesel,145,64.2,2.0,31539
 A Class,2020,Semi-Auto,2000,Petrol,145,53.3,1.3,23999
 B Class,2018,Automatic,9321,Diesel,145,56.5,2.1,18999
 A Class,2016,Automatic,28076,Diesel,20,74.3,1.5,16400
 GLA Class,2017,Semi-Auto,18120,Petrol,205,43.5,2.0,20995
 C Class,2016,Automatic,71077,Diesel,20,64.2,2.1,13600
 C Class,2020,Automatic,3000,Diesel,145,64.2,2.0,30960
 E Class,2016,Automatic,32741,Diesel,30,65.7,2.0,19845
 CLS Class,2016,Semi-Auto,14466,Diesel,160,51.4,3.0,22498
 A Class,2014,Automatic,17363,Petrol,145,50.4,1.6,13000
 CL Class,2017,Semi-Auto,22299,Diesel,150,67.3,2.1,19990
 CL Class,2017,Semi-Auto,13895,Diesel,145,58.9,2.1,20410
 C Class,2015,Semi-Auto,48123,Diesel,30,64.2,2.1,17044
 C Class,2020,Semi-Auto,999,Petrol,145,28.0,4.0,65990
 A Class,2020,Semi-Auto,1000,Diesel,145,62.8,1.5,25429
 E Class,2015,Automatic,42422,Petrol,555,28.8,5.5,25499
 A Class,2020,Semi-Auto,1301,Petrol,145,53.3,1.3,25490
 C Class,2018,Semi-Auto,12055,Petrol,145,40.9,4.0,33690
 A Class,2020,Manual,1499,Petrol,145,47.1,1.3,26990
 GLC Class,2016,Semi-Auto,32549,Diesel,125,56.5,2.1,23790
 A Class,2018,Semi-Auto,5034,Petrol,150,52.3,1.6,18490
 A Class,2016,Automatic,15722,Diesel,20,74.3,1.5,13499
 GLE Class,2018,Semi-Auto,6951,Diesel,145,47.9,2.1,31298
 CLS Class,2018,Semi-Auto,5673,Diesel,145,48.7,2.9,33000
 SLK,2015,Other,39000,Diesel,150,56.5,2.1,12995
 GLE Class,2016,Semi-Auto,45015,Diesel,200,47.9,2.1,24028
 C Class,2017,Semi-Auto,22888,Diesel,20,67.3,2.1,22498
 X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3,28945
 C Class,2019,Semi-Auto,1300,Petrol,145,46.3,1.5,32499
 E Class,2017,Semi-Auto,20425,Diesel,145,61.4,2.0,22980
 C Class,2019,Automatic,10635,Petrol,145,44.1,1.5,24499
 C Class,2017,Semi-Auto,27526,Diesel,30,64.2,2.1,20612
 CLA Class,2020,Automatic,3653,Diesel,145,55.4,2.0,31150
 GLC Class,2017,Semi-Auto,45129,Petrol,145,34.0,3.0,33990
 GLC Class,2017,Automatic,32308,Diesel,145,56.5,2.1,23000
 E Class,2019,Semi-Auto,723,Diesel,145,57.7,2.0,38480
 E Class,2019,Automatic,1001,Petrol,145,31.7,3.0,47995
 GLC Class,2017,Semi-Auto,31654,Diesel,150,56.5,2.1,27495
 E Class,2019,Semi-Auto,14188,Diesel,145,58.9,2.0,28500
 C Class,2019,Semi-Auto,10260,Petrol,145,44.1,1.5,25399
 GLC Class,2019,Semi-Auto,391,Petrol,145,22.4,4.0,66899
 C Class,2017,Semi-Auto,19372,Diesel,145,64.2,1.6,16995
 C Class,2019,Semi-Auto,4363,Petrol,145,45.6,1.5,24980
 C Class,2020,Automatic,6000,Diesel,145,48.7,2.0,34495
 E Class,2019,Semi-Auto,6305,Diesel,145,72.4,2.0,26099
 C Class,2016,Automatic,33197,Diesel,125,58.9,2.1,19599
 A Class,2020,Semi-Auto,19,Petrol,145,28.5,1.3,27990
 C Class,2018,Semi-Auto,19870,Petrol,150,41.5,2.0,19995
 C Class,2018,Automatic,10945,Diesel,145,61.4,2.0,23899
 GLA Class,2014,Semi-Auto,21000,Diesel,145,55.4,2.1,16799
 V Class,2018,Manual,38004,Diesel,145,46.3,2.1,17495
 C Class,2017,Semi-Auto,18955,Diesel,30,61.4,2.1,21011
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2.0,48980
 A Class,2019,Semi-Auto,12056,Petrol,150,53.3,1.3,23495
 E Class,2019,Semi-Auto,14777,Diesel,145,67.3,2.0,25495
 C Class,2020,Semi-Auto,100,Diesel,145,57.7,2.0,33990
 E Class,2017,Automatic,60223,Diesel,20,72.4,2.0,16800
 S Class,2018,Semi-Auto,6623,Petrol,150,34.0,4.0,79995
 C Class,2016,Automatic,18000,Diesel,20,67.3,2.1,22990
 GLA Class,2014,Automatic,56488,Diesel,145,55.4,2.1,13990
 GLE Class,2019,Automatic,11000,Diesel,145,36.7,2.0,47995
 C Class,2019,Automatic,1079,Petrol,145,27.2,4.0,69950
 B Class,2019,Semi-Auto,1000,Diesel,145,55.4,2.0,24589
 B Class,2019,Semi-Auto,13871,Petrol,145,45.6,1.3,21480
 SL CLASS,2017,Manual,10537,Petrol,150,43.5,2.0,22491
 E Class,2019,Semi-Auto,13975,Diesel,145,65.7,2.0,27980
 GL Class,2013,Automatic,49847,Diesel,325,35.3,3.0,27482
 M Class,1970,Automatic,14000,Diesel,305,39.2,0.0,24999
 E Class,2019,Semi-Auto,4298,Diesel,145,67.3,2.0,26385
 E Class,2017,Automatic,21531,Diesel,30,61.4,2.0,20300
 A Class,2019,Semi-Auto,5321,Petrol,145,53.3,1.3,24399
 E Class,2019,Automatic,101,Diesel,145,47.1,3.0,41795
 A Class,2019,Manual,11527,Petrol,145,28.5,1.3,19899
 C Class,2019,Automatic,6612,Petrol,145,45.6,1.5,25399
 C Class,2019,Semi-Auto,14999,Diesel,145,55.4,2.0,27698
 B Class,2019,Semi-Auto,13743,Petrol,145,45.6,1.3,22499
 CL Class,2017,Semi-Auto,20992,Diesel,125,58.9,2.1,19990
 E Class,2016,Automatic,67640,Diesel,125,58.9,2.1,14000
 GLC Class,2016,Semi-Auto,26789,Diesel,125,56.5,2.1,22500
 C Class,2015,Automatic,101540,Diesel,20,64.2,2.1,11500
 GL Class,2014,Automatic,66010,Diesel,145,55.4,2.1,13421
 C Class,2019,Semi-Auto,10658,Petrol,145,46.3,1.5,20249
 E Class,2020,Semi-Auto,199,Diesel,145,42.8,3.0,44000
 CL Class,2017,Manual,20415,Diesel,145,65.7,2.1,16990
 E Class,2019,Semi-Auto,11705,Diesel,145,67.3,2.0,25349
 A Class,2019,Automatic,6954,Diesel,145,67.3,1.5,21990
 E Class,2019,Semi-Auto,10424,Diesel,145,72.4,2.0,24999
 SL CLASS,2016,Automatic,18400,Petrol,235,36.7,3.0,35249
 C Class,2019,Semi-Auto,13645,Diesel,145,61.4,2.0,20980
 E Class,2019,Automatic,5978,Diesel,145,67.3,2.0,25780
 GLA Class,2018,Semi-Auto,4507,Diesel,145,56.5,2.1,26399
 C Class,2019,Automatic,13275,Diesel,145,58.9,2.0,25990
 V Class,2019,Manual,23580,Diesel,145,46.3,2.1,20000
 GLE Class,2017,Automatic,16263,Diesel,265,42.8,3.0,27000
 B Class,2019,Semi-Auto,12754,Petrol,145,45.6,1.3,21980
 V Class,2020,Semi-Auto,1000,Diesel,145,36.7,2.0,49879
 C Class,2017,Semi-Auto,45624,Diesel,145,61.4,2.1,17127
 A Class,2019,Manual,14780,Petrol,145,28.5,1.3,19720
 C Class,2016,Semi-Auto,33113,Diesel,20,65.7,2.1,14580
 C Class,2014,Manual,92840,Diesel,20,68.9,2.1,11795
 S Class,2018,Automatic,2802,Diesel,140,52.3,2.9,59995
 C Class,2018,Semi-Auto,7011,Diesel,145,64.2,1.6,21430
 SL CLASS,2019,Semi-Auto,9477,Petrol,145,47.1,2.0,28491
 C Class,2019,Semi-Auto,6894,Petrol,145,45.6,1.5,24980
 C Class,2018,Semi-Auto,18882,Diesel,145,61.4,2.1,19940
 E Class,2019,Automatic,2459,Diesel,145,48.7,3.0,36247
 E Class,2017,Automatic,42000,Petrol,145,33.6,3.0,32990
 E Class,2016,Semi-Auto,27178,Diesel,160,51.4,3.0,21749
 GLC Class,2017,Automatic,52554,Diesel,125,56.5,2.1,25498
 S Class,2018,Semi-Auto,2286,Petrol,145,40.9,3.0,56000
 E Class,2017,Automatic,23084,Diesel,150,61.4,2.0,21498
 V Class,2018,Automatic,15232,Diesel,145,48.7,2.1,19750
 GLA Class,2017,Manual,65261,Diesel,30,64.2,2.1,15495
 E Class,2016,Semi-Auto,35012,Diesel,30,65.7,2.0,17940
 SLK,2015,Automatic,13000,Diesel,150,56.5,2.1,17900
 GLS Class,2016,Automatic,30448,Diesel,300,37.2,3.0,41750
 CL Class,2019,Semi-Auto,14055,Diesel,145,51.4,2.2,25791
 M Class,2015,Semi-Auto,43339,Diesel,200,39.2,2.1,21498
 S Class,2016,Semi-Auto,46000,Diesel,160,50.4,3.0,28980
 A Class,2019,Semi-Auto,3653,Diesel,150,68.9,1.5,20199
 GLS Class,2019,Semi-Auto,8274,Diesel,145,37.2,3.0,47980
 E Class,2017,Automatic,21494,Diesel,20,72.4,2.0,19200
 E Class,2018,Semi-Auto,5170,Diesel,145,58.9,2.0,27999
 C Class,2019,Semi-Auto,1000,Petrol,145,45.6,1.5,31519
 X-CLASS,2019,Automatic,4000,Diesel,260,35.8,2.3,28990
 GLA Class,2017,Automatic,54961,Diesel,145,56.5,2.1,18447
 C Class,2019,Semi-Auto,1000,Diesel,145,64.2,2.0,31609
 C Class,2017,Automatic,25876,Diesel,125,58.9,2.1,23295
 A Class,2019,Semi-Auto,100,Petrol,145,35.3,2.0,33932
 A Class,2020,Manual,385,Petrol,145,47.1,1.3,25980
 C Class,2019,Semi-Auto,1854,Petrol,145,46.3,1.5,31980
 B Class,2016,Semi-Auto,12697,Diesel,20,68.9,2.1,14980
 X-CLASS,2019,Automatic,8798,Diesel,260,31.4,3.0,34491
 B Class,2014,Manual,61800,Diesel,30,61.4,1.5,8160
 A Class,2019,Automatic,3496,Diesel,145,56.5,2.0,26999
 E Class,2019,Semi-Auto,1000,Diesel,145,70.6,2.0,33719
 B Class,2019,Manual,4429,Petrol,145,49.6,1.6,18000
 A Class,2017,Semi-Auto,15000,Diesel,145,68.9,2.1,18199
 A Class,2019,Automatic,15561,Diesel,145,68.9,1.5,18118
 S Class,2016,Semi-Auto,21739,Diesel,205,47.9,3.0,31041
 GLS Class,2019,Semi-Auto,7650,Diesel,150,37.2,3.0,46931
 GLE Class,2019,Automatic,8489,Diesel,145,36.7,3.0,44500
 E Class,2013,Semi-Auto,59338,Diesel,125,57.7,2.1,12013
 C Class,2019,Semi-Auto,8639,Petrol,145,45.6,1.5,25389
 A Class,2016,Automatic,29214,Petrol,125,53.3,1.6,13599
 C Class,2019,Semi-Auto,100,Diesel,145,64.2,2.0,31400
 GLA Class,2016,Automatic,70480,Diesel,30,64.2,2.1,14500
 C Class,2016,Automatic,25000,Petrol,300,34.0,3.0,33500
 GLC Class,2019,Automatic,11622,Diesel,145,42.2,2.1,31946
 GLS Class,2018,Automatic,14718,Diesel,145,37.2,3.0,41995
 CL Class,2016,Semi-Auto,19930,Diesel,20,70.6,2.1,18799
 E Class,2017,Automatic,35090,Diesel,150,72.4,2.0,18250
 GLC Class,2019,Semi-Auto,3068,Diesel,145,47.9,2.0,31480
 E Class,2017,Semi-Auto,53262,Diesel,30,65.7,2.0,18298
 E Class,2019,Semi-Auto,10315,Diesel,145,72.4,2.0,25199
 C Class,2019,Semi-Auto,5661,Petrol,145,46.3,1.5,26299
 GLC Class,2016,Automatic,21225,Diesel,125,56.5,2.1,22750
 A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25879
 GLA Class,2018,Automatic,31604,Diesel,150,56.5,2.1,22490
 S Class,2014,Automatic,56000,Diesel,200,48.7,3.0,24990
 C Class,2017,Automatic,72400,Diesel,145,60.1,2.1,16000
 GLA Class,2019,Automatic,500,Diesel,145,56.5,2.1,27245
 A Class,2016,Semi-Auto,29486,Diesel,20,68.9,2.1,17382
 C Class,2016,Semi-Auto,27416,Petrol,300,34.5,4.0,36399
 C Class,2016,Automatic,51936,Diesel,30,64.2,2.1,16500
 E Class,2015,Automatic,38829,Diesel,160,53.3,3.0,16298
 C Class,2017,Semi-Auto,44998,Diesel,30,65.7,2.1,22449
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3.0,49980
 GLC Class,2019,Automatic,6007,Petrol,145,22.1,4.0,68900
 GLE Class,2016,Semi-Auto,22707,Diesel,200,47.9,2.1,28698
 E Class,2016,Automatic,36178,Diesel,160,51.4,3.0,24890
 C Class,2014,Semi-Auto,40000,Petrol,145,49.6,2.0,16990
 C Class,2019,Automatic,5904,Diesel,145,55.4,2.0,28990
 E Class,2019,Semi-Auto,10250,Diesel,145,72.4,2.0,24780
 GLE Class,2019,Semi-Auto,11452,Diesel,145,35.8,2.0,49549
 A Class,2016,Automatic,31281,Diesel,20,68.9,2.1,15900
 E Class,2018,Semi-Auto,16291,Diesel,145,61.4,2.0,23480
 C Class,2020,Automatic,2384,Diesel,145,46.3,2.0,38400
 GLC Class,2017,Semi-Auto,9172,Diesel,145,56.5,2.1,26998
 X-CLASS,2019,Automatic,303,Diesel,265,31.4,3.0,37891
 A Class,2014,Manual,45000,Diesel,30,64.2,2.1,10765
 CL Class,2015,Automatic,53000,Diesel,30,62.8,2.1,15990
 CLS Class,2019,Automatic,4263,Diesel,145,48.7,2.9,44995
 V Class,2018,Manual,24823,Diesel,145,46.3,2.1,19998
 GLA Class,2019,Semi-Auto,1550,Petrol,145,44.8,1.6,21810
 GLA Class,2017,Semi-Auto,13409,Petrol,235,38.2,2.0,30998
 E Class,2017,Semi-Auto,30123,Diesel,145,61.4,2.0,20749
 GLE Class,2016,Automatic,37435,Diesel,260,42.8,3.0,28293
 C Class,2019,Semi-Auto,9800,Petrol,145,30.4,3.0,36199
 GLE Class,2017,Semi-Auto,37069,Diesel,200,47.9,2.1,27999
 CL Class,2019,Automatic,5802,Diesel,145,51.4,2.2,26099
 GLA Class,2019,Semi-Auto,12217,Diesel,145,67.3,2.1,22999
 C Class,2019,Semi-Auto,15184,Petrol,145,47.1,1.5,25149
 GLA Class,2016,Manual,36053,Diesel,30,64.2,2.1,16500
 C Class,2017,Semi-Auto,38546,Diesel,30,62.8,2.1,17480
 C Class,2017,Automatic,12028,Diesel,145,58.9,2.1,22495
 E Class,2019,Automatic,7278,Diesel,145,58.9,2.0,29966
 C Class,2015,Automatic,44939,Diesel,30,64.2,2.1,15000
 GLE Class,2016,Semi-Auto,13087,Petrol,325,31.7,3.0,39844
 C Class,2019,Semi-Auto,9687,Petrol,145,46.3,1.5,25349
 C Class,2016,Automatic,52400,Diesel,30,61.4,2.1,17299
 A Class,2016,Manual,41496,Petrol,150,50.4,1.6,12000
 C Class,2015,Semi-Auto,37000,Hybrid,0,74.3,2.1,19990
 C Class,2017,Manual,28831,Diesel,145,65.7,2.1,20000
 C Class,2016,Semi-Auto,30301,Diesel,20,65.7,2.1,15699
 A Class,2013,Semi-Auto,14700,Petrol,200,40.9,2.0,21495
 GLC Class,2016,Semi-Auto,37045,Diesel,125,56.5,2.1,20998
 GLC Class,2018,Automatic,25046,Diesel,145,56.5,2.1,24750
 A Class,2016,Semi-Auto,18853,Diesel,20,74.3,1.5,15890
 CL Class,2019,Automatic,8638,Petrol,145,38.2,2.0,26299
 A Class,2018,Automatic,3695,Petrol,145,24.8,4.0,84500
 C Class,2015,Semi-Auto,68647,Diesel,30,64.2,2.1,14984
 GL Class,2015,Automatic,42254,Diesel,20,62.8,2.1,14799
 GLE Class,2017,Semi-Auto,24915,Diesel,145,47.9,2.1,27690
 B Class,2019,Semi-Auto,15798,Petrol,145,45.6,1.3,22199
 C Class,2015,Semi-Auto,15566,Petrol,125,50.4,2.0,17999
 E Class,2009,Automatic,99844,Diesel,305,27.7,3.0,4950
 CL Class,2019,Semi-Auto,9859,Diesel,145,51.4,2.2,26449
 X-CLASS,2019,Automatic,11479,Diesel,260,35.8,2.3,22995
 E Class,2020,Semi-Auto,1499,Diesel,145,70.6,2.0,35990
 C Class,2018,Automatic,3314,Petrol,145,44.1,1.5,21691
 GLA Class,2019,Semi-Auto,13406,Diesel,145,67.3,2.1,23149
 C Class,2018,Semi-Auto,5232,Diesel,145,65.7,1.6,19660
 E Class,2017,Semi-Auto,13284,Diesel,145,65.7,2.0,22399
 S Class,2016,Semi-Auto,25317,Petrol,570,24.1,6.0,79950
 GLA Class,2015,Automatic,34250,Diesel,125,55.4,2.1,15800
 A Class,2018,Manual,10148,Diesel,145,68.9,1.5,16450
 A Class,2015,Automatic,33112,Petrol,200,40.9,2.0,21745
 C Class,2017,Semi-Auto,43678,Diesel,20,65.7,2.1,16481
 X-CLASS,2018,Automatic,3500,Diesel,250,35.8,2.3,28490
 C Class,2019,Automatic,2001,Diesel,145,64.2,2.0,35500
 C Class,2017,Semi-Auto,15088,Diesel,30,61.4,2.1,20990
 GLC Class,2020,Semi-Auto,999,Diesel,145,40.9,2.0,41995
 A Class,2014,Manual,55000,Diesel,20,72.4,1.5,10000
 B Class,2019,Semi-Auto,9288,Petrol,145,45.6,1.3,22899
 A Class,2020,Semi-Auto,1000,Diesel,145,67.3,1.5,24109
 GLC Class,2019,Automatic,1766,Petrol,145,31.7,2.0,43987
 E Class,2019,Automatic,50,Petrol,145,32.9,2.0,43900
 GLA Class,2016,Semi-Auto,36298,Petrol,235,38.2,2.0,25499
 C Class,2019,Semi-Auto,10996,Petrol,145,47.1,1.5,25799
 E Class,2018,Semi-Auto,13947,Petrol,145,40.4,2.0,30380
 A Class,2020,Manual,287,Petrol,145,45.6,1.3,23980
 C Class,2019,Automatic,11471,Diesel,145,57.7,2.0,32026
 A Class,2014,Automatic,33703,Diesel,20,64.2,2.1,12700
 A Class,2019,Semi-Auto,6725,Diesel,145,68.9,1.5,18490
 GLE Class,2020,Semi-Auto,3392,Diesel,150,32.5,2.9,59995
 C Class,2015,Semi-Auto,35464,Diesel,20,65.7,2.1,13649
 C Class,2013,Automatic,69493,Diesel,145,56.5,2.1,8751
 C Class,2020,Automatic,6000,Petrol,145,47.1,1.5,33900
 GLA Class,2018,Automatic,6889,Petrol,145,37.7,2.0,32224
 C Class,2019,Automatic,50,Diesel,145,61.4,2.0,38521
 A Class,2018,Automatic,10413,Diesel,145,67.3,1.5,19499
 E Class,2016,Automatic,29570,Diesel,30,65.7,2.0,19599
 C Class,2016,Manual,53453,Diesel,20,70.6,2.1,12998
 A Class,2017,Semi-Auto,22486,Diesel,20,67.3,2.1,18400
 C Class,2019,Semi-Auto,13321,Diesel,145,64.2,2.0,28799
 C Class,2018,Automatic,15000,Diesel,145,64.2,2.1,18998
 A Class,2019,Semi-Auto,3607,Petrol,145,53.3,1.3,24049
 CLA Class,2015,Automatic,27000,Petrol,200,39.8,2.0,24990
 A Class,2017,Semi-Auto,48709,Diesel,20,74.3,1.5,17200
 S Class,2019,Automatic,7125,Diesel,145,48.7,3.0,57890
 M Class,2014,Semi-Auto,46556,Diesel,200,44.8,2.1,18490
 A Class,2019,Automatic,14587,Diesel,145,68.9,1.5,18748
 C Class,2018,Semi-Auto,5659,Petrol,145,40.4,2.0,23498
 S Class,2014,Automatic,26000,Petrol,555,28.0,5.5,41980
 C Class,2019,Semi-Auto,2878,Petrol,145,42.2,2.0,32998
 GLB Class,2020,Automatic,50,Diesel,145,46.3,2.0,37400
 C Class,2020,Semi-Auto,3000,Diesel,145,64.2,2.0,29880
 CLA Class,2016,Manual,91000,Diesel,20,67.3,2.1,10993
 V Class,2016,Automatic,33000,Diesel,235,44.8,2.1,29995
 C Class,2017,Semi-Auto,14263,Petrol,300,32.8,4.0,43949
 C Class,2020,Automatic,2500,Diesel,145,64.2,2.0,30395
 C Class,2013,Automatic,69000,Diesel,145,54.3,2.1,11350
 C Class,2018,Automatic,10137,Diesel,145,61.4,2.1,23247
 E Class,2019,Semi-Auto,8436,Petrol,145,39.2,2.0,34556
 B Class,2019,Automatic,7676,Diesel,145,55.4,2.0,24987
 C Class,2016,Manual,58858,Diesel,30,65.7,1.6,13391
 C Class,2017,Automatic,31681,Diesel,145,64.2,2.1,16400
 C Class,2019,Semi-Auto,6878,Petrol,150,47.1,1.5,26000
 A Class,2019,Semi-Auto,3825,Diesel,145,56.5,2.0,26499
 GLA Class,2018,Automatic,20020,Diesel,150,56.5,2.1,20900
 C Class,2019,Semi-Auto,2010,Petrol,145,29.7,3.0,45980
 C Class,2017,Automatic,35652,Hybrid,135,134.5,2.0,17499
 C Class,2019,Automatic,10051,Diesel,145,64.2,2.0,25995
 C Class,2018,Automatic,26329,Petrol,145,50.4,2.0,16999
 GLA Class,2016,Semi-Auto,23979,Diesel,125,56.5,2.1,19380
 CLS Class,2019,Semi-Auto,3443,Diesel,145,47.9,2.9,45699
 A Class,2020,Automatic,1060,Petrol,145,53.3,1.3,28900
 M Class,2015,Semi-Auto,49283,Diesel,200,45.6,2.1,18490
 A Class,2017,Automatic,27402,Diesel,0,76.4,1.5,14500
 A Class,2017,Manual,24814,Diesel,145,62.8,2.1,15840
 E Class,2019,Automatic,35,Diesel,145,45.6,2.0,34220
 C Class,2015,Automatic,42492,Diesel,20,65.7,2.1,13999
 GLC Class,2020,Semi-Auto,4499,Petrol,145,32.1,2.0,41795
 GLC Class,2018,Semi-Auto,16985,Diesel,145,56.5,2.1,29449
 E Class,2016,Automatic,20698,Diesel,20,72.4,2.0,18500
 CL Class,2014,Manual,49491,Petrol,125,50.4,1.6,13499
 C Class,2016,Automatic,35822,Diesel,20,64.2,2.1,16199
 E Class,2018,Automatic,12458,Diesel,145,41.5,3.0,34749
 C Class,2019,Automatic,999,Diesel,145,64.2,2.0,31995
 B Class,2017,Manual,43473,Diesel,145,68.9,1.5,11900
 A Class,2020,Semi-Auto,1499,Petrol,145,28.5,1.3,27990
 A Class,2018,Automatic,8657,Diesel,145,67.3,1.5,19403
 SLK,2010,Manual,59147,Petrol,300,36.2,1.8,7495
 E Class,2016,Automatic,23772,Diesel,125,58.9,2.1,18995
 A Class,2018,Semi-Auto,5020,Petrol,145,53.3,1.3,18990
 C Class,2018,Semi-Auto,10179,Diesel,145,54.3,2.0,27950
 A Class,2019,Semi-Auto,1949,Petrol,145,53.3,1.3,25490
 C Class,2018,Semi-Auto,12170,Diesel,145,54.3,2.0,27498
 GLA Class,2020,Semi-Auto,250,Petrol,145,35.8,1.6,28995
 C Class,2013,Semi-Auto,33925,Petrol,160,44.8,1.6,11900
 C Class,2017,Semi-Auto,25296,Diesel,30,61.4,2.1,18200
 C Class,2018,Automatic,6200,Petrol,140,47.1,1.5,22900
 A Class,2018,Semi-Auto,22239,Petrol,145,52.3,1.6,18250
 C Class,2019,Semi-Auto,3762,Diesel,145,60.1,1.6,26589
 E Class,2020,Semi-Auto,1096,Diesel,145,57.7,2.0,39980
 E Class,2017,Automatic,32000,Diesel,30,65.7,2.0,19990
 SLK,2015,Manual,29001,Petrol,205,41.5,2.0,16280
 C Class,2019,Automatic,8421,Diesel,145,64.2,2.0,28290
 C Class,2020,Semi-Auto,99,Diesel,145,48.7,2.0,33990
